is_cooked,days_since_purchase_or_cooked,storage_location,paneer_type,storage_container_raw,observed_smell,texture_surface,paneer_state
Raw (in a block),1,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),0,Refrigerator,Loose/Local,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),0,Room Temperature,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Raw (in a block),5,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),0,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Hard/Rubbery,2
Raw (in a block),4,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Hard/Rubbery,2
Raw (in a block),8,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Raw (in a block),4,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Hard/Rubbery,2
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),9,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),4,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Hard/Rubbery,2
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),6,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),2,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),4,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),9,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Submerged in water,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Hard/Rubbery,2
Raw (in a block),1,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Loose/Local,Airtight container,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,2
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Hard/Rubbery,2
Raw (in a block),0,Refrigerator,Loose/Local,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),0,Refrigerator,Loose/Local,Submerged in water,Normal/Sweetish,Normal/Firm,0
Raw (in a block),2,Refrigerator,Loose/Local,Airtight container,Sour/Acidic,Hard/Rubbery,2
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),0,Refrigerator,Loose/Local,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),6,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Raw (in a block),7,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Loose/Local,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Hard/Rubbery,1
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Raw (in a block),8,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Hard/Rubbery,2
Raw (in a block),0,Refrigerator,Packaged/Branded,Submerged in water,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),9,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),1,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),0,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),5,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Raw (in a block),5,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),5,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Room Temperature,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),7,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Hard/Rubbery,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Hard/Rubbery,2
Cooked (in a dish),0,Room Temperature,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Raw (in a block),2,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),9,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Hard/Rubbery,1
Raw (in a block),6,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),2,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),2,Refrigerator,Packaged/Branded,Submerged in water,Normal/Sweetish,Normal/Firm,1
Raw (in a block),9,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Room Temperature,Packaged/Branded,Not Applicable,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),0,Refrigerator,Loose/Local,Original packaging,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),2,Refrigerator,Loose/Local,Original packaging,Sour/Acidic,Slimy/Sticky,2
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),6,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,2
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),0,Room Temperature,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Raw (in a block),5,Refrigerator,Packaged/Branded,Submerged in water,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),0,Refrigerator,Loose/Local,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,2
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),2,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,2
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),7,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),7,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),8,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),4,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Raw (in a block),1,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),1,Refrigerator,Packaged/Branded,Submerged in water,Normal/Sweetish,Normal/Firm,0
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),2,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Hard/Rubbery,1
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),0,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),0,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),4,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Hard/Rubbery,1
Cooked (in a dish),7,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Raw (in a block),8,Refrigerator,Loose/Local,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),9,Refrigerator,Loose/Local,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),2,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Original packaging,Sour/Acidic,Slimy/Sticky,2
Raw (in a block),5,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Slimy/Sticky,2
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),5,Refrigerator,Packaged/Branded,Not Applicable,Sour/Acidic,Normal/Firm,1
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),1,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),7,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),5,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Hard/Rubbery,2
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),1,Refrigerator,Loose/Local,Original packaging,Normal/Sweetish,Normal/Firm,1
Raw (in a block),7,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),0,Room Temperature,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),5,Refrigerator,Loose/Local,Original packaging,Soapy/Rancid,Slimy/Sticky,3
Raw (in a block),1,Room Temperature,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),3,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,1
Raw (in a block),6,Refrigerator,Loose/Local,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),6,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),1,Refrigerator,Loose/Local,Submerged in water,Normal/Sweetish,Normal/Firm,1
Raw (in a block),6,Refrigerator,Packaged/Branded,Submerged in water,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),0,Refrigerator,Packaged/Branded,Airtight container,Normal/Sweetish,Normal/Firm,0
Raw (in a block),3,Refrigerator,Packaged/Branded,Airtight container,Sour/Acidic,Normal/Firm,1
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Hard/Rubbery,1
Raw (in a block),9,Refrigerator,Loose/Local,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),6,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),2,Refrigerator,Packaged/Branded,Original packaging,Normal/Sweetish,Normal/Firm,1
Raw (in a block),0,Room Temperature,Loose/Local,Original packaging,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Packaged/Branded,Airtight container,Soapy/Rancid,Slimy/Sticky,3
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Raw (in a block),9,Refrigerator,Packaged/Branded,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),9,Refrigerator,Loose/Local,Original packaging,Foul/Ammoniacal,Slimy/Sticky,3
Raw (in a block),8,Refrigerator,Packaged/Branded,Airtight container,Foul/Ammoniacal,Slimy/Sticky,3
Cooked (in a dish),1,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),0,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
Cooked (in a dish),3,Refrigerator,Packaged/Branded,Not Applicable,Normal/Sweetish,Normal/Firm,0
